4 // Layeranzahl 4
8 // Layergröße 1
8 // Layergröße 2
8 // Layergröße 3
1 // Layergröße 4
0,0,0,0,0,0,0,0|0
0,0,0,0,0,0,0,1|1
0,0,0,0,0,0,1,0|1
0,0,0,0,0,0,1,1|0
0,0,0,0,0,1,0,0|1
0,0,0,0,0,1,0,1|0
0,0,0,0,0,1,1,0|0
0,0,0,0,0,1,1,1|0
0,0,0,0,1,0,0,0|1
0,0,0,0,1,0,0,1|0
0,0,0,0,1,0,1,0|0
0,0,0,0,1,0,1,1|0
0,0,0,0,1,1,0,0|0
0,0,0,0,1,1,0,1|0
0,0,0,0,1,1,1,0|0
0,0,0,0,1,1,1,1|0
0,0,0,1,0,0,0,0|1
0,0,0,1,0,0,0,1|0
0,0,0,1,0,0,1,0|0
0,0,0,1,0,0,1,1|0
0,0,0,1,0,1,0,0|0
0,0,0,1,0,1,0,1|0
0,0,0,1,0,1,1,0|0
0,0,0,1,0,1,1,1|0
0,0,0,1,1,0,0,0|0
0,0,0,1,1,0,0,1|0
0,0,0,1,1,0,1,0|0
0,0,0,1,1,0,1,1|0
0,0,0,1,1,1,0,0|0
0,0,0,1,1,1,0,1|0
0,0,0,1,1,1,1,0|0
0,0,0,1,1,1,1,1|0
0,0,1,0,0,0,0,0|1
0,0,1,0,0,0,0,1|0
0,0,1,0,0,0,1,0|0
0,0,1,0,0,0,1,1|0
0,0,1,0,0,1,0,0|0
0,0,1,0,0,1,0,1|0
0,0,1,0,0,1,1,0|0
0,0,1,0,0,1,1,1|0
0,0,1,0,1,0,0,0|0
0,0,1,0,1,0,0,1|0
0,0,1,0,1,0,1,0|0
0,0,1,0,1,0,1,1|0
0,0,1,0,1,1,0,0|0
0,0,1,0,1,1,0,1|0
0,0,1,0,1,1,1,0|0
0,0,1,0,1,1,1,1|0
0,0,1,1,0,0,0,0|0
0,0,1,1,0,0,0,1|0
0,0,1,1,0,0,1,0|0
0,0,1,1,0,0,1,1|0
0,0,1,1,0,1,0,0|0
0,0,1,1,0,1,0,1|0
0,0,1,1,0,1,1,0|0
0,0,1,1,0,1,1,1|0
0,0,1,1,1,0,0,0|0
0,0,1,1,1,0,0,1|0
0,0,1,1,1,0,1,0|0
0,0,1,1,1,0,1,1|0
0,0,1,1,1,1,0,0|0
0,0,1,1,1,1,0,1|0
0,0,1,1,1,1,1,0|0
0,0,1,1,1,1,1,1|0
0,1,0,0,0,0,0,0|1
0,1,0,0,0,0,0,1|0
0,1,0,0,0,0,1,0|0
0,1,0,0,0,0,1,1|0
0,1,0,0,0,1,0,0|0
0,1,0,0,0,1,0,1|0
0,1,0,0,0,1,1,0|0
0,1,0,0,0,1,1,1|0
0,1,0,0,1,0,0,0|0
0,1,0,0,1,0,0,1|0
0,1,0,0,1,0,1,0|0
0,1,0,0,1,0,1,1|0
0,1,0,0,1,1,0,0|0
0,1,0,0,1,1,0,1|0
0,1,0,0,1,1,1,0|0
0,1,0,0,1,1,1,1|0
0,1,0,1,0,0,0,0|0
0,1,0,1,0,0,0,1|0
0,1,0,1,0,0,1,0|0
0,1,0,1,0,0,1,1|0
0,1,0,1,0,1,0,0|0
0,1,0,1,0,1,0,1|0
0,1,0,1,0,1,1,0|0
0,1,0,1,0,1,1,1|0
0,1,0,1,1,0,0,0|0
0,1,0,1,1,0,0,1|0
0,1,0,1,1,0,1,0|0
0,1,0,1,1,0,1,1|0
0,1,0,1,1,1,0,0|0
0,1,0,1,1,1,0,1|0
0,1,0,1,1,1,1,0|0
0,1,0,1,1,1,1,1|0
0,1,1,0,0,0,0,0|0
0,1,1,0,0,0,0,1|0
0,1,1,0,0,0,1,0|0
0,1,1,0,0,0,1,1|0
0,1,1,0,0,1,0,0|0
0,1,1,0,0,1,0,1|0
0,1,1,0,0,1,1,0|0
0,1,1,0,0,1,1,1|0
0,1,1,0,1,0,0,0|0
0,1,1,0,1,0,0,1|0
0,1,1,0,1,0,1,0|0
0,1,1,0,1,0,1,1|0
0,1,1,0,1,1,0,0|0
0,1,1,0,1,1,0,1|0
0,1,1,0,1,1,1,0|0
0,1,1,0,1,1,1,1|0
0,1,1,1,0,0,0,0|0
0,1,1,1,0,0,0,1|0
0,1,1,1,0,0,1,0|0
0,1,1,1,0,0,1,1|0
0,1,1,1,0,1,0,0|0
0,1,1,1,0,1,0,1|0
0,1,1,1,0,1,1,0|0
0,1,1,1,0,1,1,1|0
0,1,1,1,1,0,0,0|0
0,1,1,1,1,0,0,1|0
0,1,1,1,1,0,1,0|0
0,1,1,1,1,0,1,1|0
0,1,1,1,1,1,0,0|0
0,1,1,1,1,1,0,1|0
0,1,1,1,1,1,1,0|0
0,1,1,1,1,1,1,1|0
1,0,0,0,0,0,0,0|1
1,0,0,0,0,0,0,1|0
1,0,0,0,0,0,1,0|0
1,0,0,0,0,0,1,1|0
1,0,0,0,0,1,0,0|0
1,0,0,0,0,1,0,1|0
1,0,0,0,0,1,1,0|0
1,0,0,0,0,1,1,1|0
1,0,0,0,1,0,0,0|0
1,0,0,0,1,0,0,1|0
1,0,0,0,1,0,1,0|0
1,0,0,0,1,0,1,1|0
1,0,0,0,1,1,0,0|0
1,0,0,0,1,1,0,1|0
1,0,0,0,1,1,1,0|0
1,0,0,0,1,1,1,1|0
1,0,0,1,0,0,0,0|0
1,0,0,1,0,0,0,1|0
1,0,0,1,0,0,1,0|0
1,0,0,1,0,0,1,1|0
1,0,0,1,0,1,0,0|0
1,0,0,1,0,1,0,1|0
1,0,0,1,0,1,1,0|0
1,0,0,1,0,1,1,1|0
1,0,0,1,1,0,0,0|0
1,0,0,1,1,0,0,1|0
1,0,0,1,1,0,1,0|0
1,0,0,1,1,0,1,1|0
1,0,0,1,1,1,0,0|0
1,0,0,1,1,1,0,1|0
1,0,0,1,1,1,1,0|0
1,0,0,1,1,1,1,1|0
1,0,1,0,0,0,0,0|0
1,0,1,0,0,0,0,1|0
1,0,1,0,0,0,1,0|0
1,0,1,0,0,0,1,1|0
1,0,1,0,0,1,0,0|0
1,0,1,0,0,1,0,1|0
1,0,1,0,0,1,1,0|0
1,0,1,0,0,1,1,1|0
1,0,1,0,1,0,0,0|0
1,0,1,0,1,0,0,1|0
1,0,1,0,1,0,1,0|0
1,0,1,0,1,0,1,1|0
1,0,1,0,1,1,0,0|0
1,0,1,0,1,1,0,1|0
1,0,1,0,1,1,1,0|0
1,0,1,0,1,1,1,1|0
1,0,1,1,0,0,0,0|0
1,0,1,1,0,0,0,1|0
1,0,1,1,0,0,1,0|0
1,0,1,1,0,0,1,1|0
1,0,1,1,0,1,0,0|0
1,0,1,1,0,1,0,1|0
1,0,1,1,0,1,1,0|0
1,0,1,1,0,1,1,1|0
1,0,1,1,1,0,0,0|0
1,0,1,1,1,0,0,1|0
1,0,1,1,1,0,1,0|0
1,0,1,1,1,0,1,1|0
1,0,1,1,1,1,0,0|0
1,0,1,1,1,1,0,1|0
1,0,1,1,1,1,1,0|0
1,0,1,1,1,1,1,1|0
1,1,0,0,0,0,0,0|0
1,1,0,0,0,0,0,1|0
1,1,0,0,0,0,1,0|0
1,1,0,0,0,0,1,1|0
1,1,0,0,0,1,0,0|0
1,1,0,0,0,1,0,1|0
1,1,0,0,0,1,1,0|0
1,1,0,0,0,1,1,1|0
1,1,0,0,1,0,0,0|0
1,1,0,0,1,0,0,1|0
1,1,0,0,1,0,1,0|0
1,1,0,0,1,0,1,1|0
1,1,0,0,1,1,0,0|0
1,1,0,0,1,1,0,1|0
1,1,0,0,1,1,1,0|0
1,1,0,0,1,1,1,1|0
1,1,0,1,0,0,0,0|0
1,1,0,1,0,0,0,1|0
1,1,0,1,0,0,1,0|0
1,1,0,1,0,0,1,1|0
1,1,0,1,0,1,0,0|0
1,1,0,1,0,1,0,1|0
1,1,0,1,0,1,1,0|0
1,1,0,1,0,1,1,1|0
1,1,0,1,1,0,0,0|0
1,1,0,1,1,0,0,1|0
1,1,0,1,1,0,1,0|0
1,1,0,1,1,0,1,1|0
1,1,0,1,1,1,0,0|0
1,1,0,1,1,1,0,1|0
1,1,0,1,1,1,1,0|0
1,1,0,1,1,1,1,1|0
1,1,1,0,0,0,0,0|0
1,1,1,0,0,0,0,1|0
1,1,1,0,0,0,1,0|0
1,1,1,0,0,0,1,1|0
1,1,1,0,0,1,0,0|0
1,1,1,0,0,1,0,1|0
1,1,1,0,0,1,1,0|0
1,1,1,0,0,1,1,1|0
1,1,1,0,1,0,0,0|0
1,1,1,0,1,0,0,1|0
1,1,1,0,1,0,1,0|0
1,1,1,0,1,0,1,1|0
1,1,1,0,1,1,0,0|0
1,1,1,0,1,1,0,1|0
1,1,1,0,1,1,1,0|0
1,1,1,0,1,1,1,1|0
1,1,1,1,0,0,0,0|0
1,1,1,1,0,0,0,1|0
1,1,1,1,0,0,1,0|0
1,1,1,1,0,0,1,1|0
1,1,1,1,0,1,0,0|0
1,1,1,1,0,1,0,1|0
1,1,1,1,0,1,1,0|0
1,1,1,1,0,1,1,1|0
1,1,1,1,1,0,0,0|0
1,1,1,1,1,0,0,1|0
1,1,1,1,1,0,1,0|0
1,1,1,1,1,0,1,1|0
1,1,1,1,1,1,0,0|0
1,1,1,1,1,1,0,1|0
1,1,1,1,1,1,1,0|0
1,1,1,1,1,1,1,1|0
