3 // Layeranzahl 3
8 // Layergröße 1
8 // Layergröße 2
1 // Layergröße 3
0,0,0,0,0,0,0,0|0
0,0,0,0,0,0,0,1|1
0,0,0,0,0,0,1,0|1
0,0,0,0,0,0,1,1|0
0,0,0,0,0,1,0,0|1
0,0,0,0,0,1,0,1|0
0,0,0,0,0,1,1,0|0
0,0,0,0,0,1,1,1|0
0,0,0,0,1,0,0,0|1
0,0,0,0,1,0,0,1|0
0,0,0,0,1,0,1,0|0
0,0,0,0,1,0,1,1|0
0,0,0,0,1,1,0,0|0
0,0,0,0,1,1,0,1|0
0,0,0,0,1,1,1,0|0
0,0,0,0,1,1,1,1|0
0,0,0,1,0,0,0,0|1
0,0,0,1,0,0,0,1|0
0,0,0,1,0,0,1,0|0
0,0,0,1,0,0,1,1|0
0,0,0,1,0,1,0,0|0
0,0,0,1,0,1,0,1|0
0,0,0,1,0,1,1,0|0
0,0,0,1,0,1,1,1|0
0,0,0,1,1,0,0,0|0
0,0,0,1,1,0,0,1|0
0,0,0,1,1,0,1,0|0
0,0,0,1,1,0,1,1|0
0,0,0,1,1,1,0,0|0
0,0,0,1,1,1,0,1|0
0,0,0,1,1,1,1,0|0
0,0,0,1,1,1,1,1|0
0,0,1,0,0,0,0,0|1
0,0,1,0,0,0,0,1|0
0,0,1,0,0,0,1,0|0
0,0,1,0,0,0,1,1|0
0,0,1,0,0,1,0,0|0
0,0,1,0,0,1,0,1|0
0,0,1,0,0,1,1,0|0
0,0,1,0,0,1,1,1|0
0,0,1,0,1,0,0,0|0
0,0,1,0,1,0,0,1|0
0,0,1,0,1,0,1,0|0
0,0,1,0,1,0,1,1|0
0,0,1,0,1,1,0,0|0
0,0,1,0,1,1,0,1|0
0,0,1,0,1,1,1,0|0
0,0,1,0,1,1,1,1|0
0,0,1,1,0,0,0,0|0
0,0,1,1,0,0,0,1|0
0,0,1,1,0,0,1,0|0
0,0,1,1,0,0,1,1|0
0,0,1,1,0,1,0,0|0
0,0,1,1,0,1,0,1|0
0,0,1,1,0,1,1,0|0
0,0,1,1,0,1,1,1|0
0,0,1,1,1,0,0,0|0
0,0,1,1,1,0,0,1|0
0,0,1,1,1,0,1,0|0
0,0,1,1,1,0,1,1|0
0,0,1,1,1,1,0,0|0
0,0,1,1,1,1,0,1|0
0,0,1,1,1,1,1,0|0
0,0,1,1,1,1,1,1|0
0,1,0,0,0,0,0,0|1
0,1,0,0,0,0,0,1|0
0,1,0,0,0,0,1,0|0
0,1,0,0,0,0,1,1|0
0,1,0,0,0,1,0,0|0
0,1,0,0,0,1,0,1|0
0,1,0,0,0,1,1,0|0
0,1,0,0,0,1,1,1|0
0,1,0,0,1,0,0,0|0
0,1,0,0,1,0,0,1|0
0,1,0,0,1,0,1,0|0
0,1,0,0,1,0,1,1|0
0,1,0,0,1,1,0,0|0
0,1,0,0,1,1,0,1|0
0,1,0,0,1,1,1,0|0
0,1,0,0,1,1,1,1|0
0,1,0,1,0,0,0,0|0
0,1,0,1,0,0,0,1|0
0,1,0,1,0,0,1,0|0
0,1,0,1,0,0,1,1|0
0,1,0,1,0,1,0,0|0
0,1,0,1,0,1,0,1|0
0,1,0,1,0,1,1,0|0
0,1,0,1,0,1,1,1|0
0,1,0,1,1,0,0,0|0
0,1,0,1,1,0,0,1|0
0,1,0,1,1,0,1,0|0
0,1,0,1,1,0,1,1|0
0,1,0,1,1,1,0,0|0
0,1,0,1,1,1,0,1|0
0,1,0,1,1,1,1,0|0
0,1,0,1,1,1,1,1|0
0,1,1,0,0,0,0,0|0
0,1,1,0,0,0,0,1|0
0,1,1,0,0,0,1,0|0
0,1,1,0,0,0,1,1|0
0,1,1,0,0,1,0,0|0
0,1,1,0,0,1,0,1|0
0,1,1,0,0,1,1,0|0
0,1,1,0,0,1,1,1|0
0,1,1,0,1,0,0,0|0
0,1,1,0,1,0,0,1|0
0,1,1,0,1,0,1,0|0
0,1,1,0,1,0,1,1|0
0,1,1,0,1,1,0,0|0
0,1,1,0,1,1,0,1|0
0,1,1,0,1,1,1,0|0
0,1,1,0,1,1,1,1|0
0,1,1,1,0,0,0,0|0
0,1,1,1,0,0,0,1|0
0,1,1,1,0,0,1,0|0
0,1,1,1,0,0,1,1|0
0,1,1,1,0,1,0,0|0
0,1,1,1,0,1,0,1|0
0,1,1,1,0,1,1,0|0
0,1,1,1,0,1,1,1|0
0,1,1,1,1,0,0,0|0
0,1,1,1,1,0,0,1|0
0,1,1,1,1,0,1,0|0
0,1,1,1,1,0,1,1|0
0,1,1,1,1,1,0,0|0
0,1,1,1,1,1,0,1|0
0,1,1,1,1,1,1,0|0
0,1,1,1,1,1,1,1|0
1,0,0,0,0,0,0,0|1
1,0,0,0,0,0,0,1|0
1,0,0,0,0,0,1,0|0
1,0,0,0,0,0,1,1|0
1,0,0,0,0,1,0,0|0
1,0,0,0,0,1,0,1|0
1,0,0,0,0,1,1,0|0
1,0,0,0,0,1,1,1|0
1,0,0,0,1,0,0,0|0
1,0,0,0,1,0,0,1|0
1,0,0,0,1,0,1,0|0
1,0,0,0,1,0,1,1|0
1,0,0,0,1,1,0,0|0
1,0,0,0,1,1,0,1|0
1,0,0,0,1,1,1,0|0
1,0,0,0,1,1,1,1|0
1,0,0,1,0,0,0,0|0
1,0,0,1,0,0,0,1|0
1,0,0,1,0,0,1,0|0
1,0,0,1,0,0,1,1|0
1,0,0,1,0,1,0,0|0
1,0,0,1,0,1,0,1|0
1,0,0,1,0,1,1,0|0
1,0,0,1,0,1,1,1|0
1,0,0,1,1,0,0,0|0
1,0,0,1,1,0,0,1|0
1,0,0,1,1,0,1,0|0
1,0,0,1,1,0,1,1|0
1,0,0,1,1,1,0,0|0
1,0,0,1,1,1,0,1|0
1,0,0,1,1,1,1,0|0
1,0,0,1,1,1,1,1|0
1,0,1,0,0,0,0,0|0
1,0,1,0,0,0,0,1|0
1,0,1,0,0,0,1,0|0
1,0,1,0,0,0,1,1|0
1,0,1,0,0,1,0,0|0
1,0,1,0,0,1,0,1|0
1,0,1,0,0,1,1,0|0
1,0,1,0,0,1,1,1|0
1,0,1,0,1,0,0,0|0
1,0,1,0,1,0,0,1|0
1,0,1,0,1,0,1,0|0
1,0,1,0,1,0,1,1|0
1,0,1,0,1,1,0,0|0
1,0,1,0,1,1,0,1|0
1,0,1,0,1,1,1,0|0
1,0,1,0,1,1,1,1|0
1,0,1,1,0,0,0,0|0
1,0,1,1,0,0,0,1|0
1,0,1,1,0,0,1,0|0
1,0,1,1,0,0,1,1|0
1,0,1,1,0,1,0,0|0
1,0,1,1,0,1,0,1|0
1,0,1,1,0,1,1,0|0
1,0,1,1,0,1,1,1|0
1,0,1,1,1,0,0,0|0
1,0,1,1,1,0,0,1|0
1,0,1,1,1,0,1,0|0
1,0,1,1,1,0,1,1|0
1,0,1,1,1,1,0,0|0
1,0,1,1,1,1,0,1|0
1,0,1,1,1,1,1,0|0
1,0,1,1,1,1,1,1|0
1,1,0,0,0,0,0,0|0
1,1,0,0,0,0,0,1|0
1,1,0,0,0,0,1,0|0
1,1,0,0,0,0,1,1|0
1,1,0,0,0,1,0,0|0
1,1,0,0,0,1,0,1|0
1,1,0,0,0,1,1,0|0
1,1,0,0,0,1,1,1|0
1,1,0,0,1,0,0,0|0
1,1,0,0,1,0,0,1|0
1,1,0,0,1,0,1,0|0
1,1,0,0,1,0,1,1|0
1,1,0,0,1,1,0,0|0
1,1,0,0,1,1,0,1|0
1,1,0,0,1,1,1,0|0
1,1,0,0,1,1,1,1|0
1,1,0,1,0,0,0,0|0
1,1,0,1,0,0,0,1|0
1,1,0,1,0,0,1,0|0
1,1,0,1,0,0,1,1|0
1,1,0,1,0,1,0,0|0
1,1,0,1,0,1,0,1|0
1,1,0,1,0,1,1,0|0
1,1,0,1,0,1,1,1|0
1,1,0,1,1,0,0,0|0
1,1,0,1,1,0,0,1|0
1,1,0,1,1,0,1,0|0
1,1,0,1,1,0,1,1|0
1,1,0,1,1,1,0,0|0
1,1,0,1,1,1,0,1|0
1,1,0,1,1,1,1,0|0
1,1,0,1,1,1,1,1|0
1,1,1,0,0,0,0,0|0
1,1,1,0,0,0,0,1|0
1,1,1,0,0,0,1,0|0
1,1,1,0,0,0,1,1|0
1,1,1,0,0,1,0,0|0
1,1,1,0,0,1,0,1|0
1,1,1,0,0,1,1,0|0
1,1,1,0,0,1,1,1|0
1,1,1,0,1,0,0,0|0
1,1,1,0,1,0,0,1|0
1,1,1,0,1,0,1,0|0
1,1,1,0,1,0,1,1|0
1,1,1,0,1,1,0,0|0
1,1,1,0,1,1,0,1|0
1,1,1,0,1,1,1,0|0
1,1,1,0,1,1,1,1|0
1,1,1,1,0,0,0,0|0
1,1,1,1,0,0,0,1|0
1,1,1,1,0,0,1,0|0
1,1,1,1,0,0,1,1|0
1,1,1,1,0,1,0,0|0
1,1,1,1,0,1,0,1|0
1,1,1,1,0,1,1,0|0
1,1,1,1,0,1,1,1|0
1,1,1,1,1,0,0,0|0
1,1,1,1,1,0,0,1|0
1,1,1,1,1,0,1,0|0
1,1,1,1,1,0,1,1|0
1,1,1,1,1,1,0,0|0
1,1,1,1,1,1,0,1|0
1,1,1,1,1,1,1,0|0
1,1,1,1,1,1,1,1|0
